afid,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,community
60013123,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.260869565,0,0,0,0.266666667,North America
60013223,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,North America
60013227,NA,0,0,0,0,0,0,0,0,0,0,0.222222222,0.25,0.083333333,0,0.066666667,0,0,0.3125,0.153846154,0.45,0.25,North America
60013234,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60013278,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,North America
60013335,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0,0,North America
60013340,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,North America
60013369,NA,0,0,0,0,0.125,0,0,0.454545455,0.238095238,0.75,0.25,0.5,0.157894737,0.333333333,0.461538462,0.434782609,0.379310345,0.375,0.192307692,0.305555556,0.266666667,North America
60013372,NA,0,0,0,0,0,0,0,0,0,0,0.25,0.333333333,0.307692308,0.142857143,0.5,0.1,0,0.375,0.2,0.307692308,0.296296296,North America
60013402,NA,0,0,0,0,0,0,0,0,0.071428571,0.222222222,0.454545455,0.333333333,0.066666667,0.1,0.235294118,0.28125,0.206896552,0.129032258,0.147058824,0.179487179,0.166666667,North America
60013404,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,North America
60013409,NA,0,0,0,0.2,0,0,0.428571429,0,0,0.125,0.333333333,0.111111111,0,0.2,0.125,0.571428571,0.142857143,0.357142857,0.285714286,1,0.555555556,North America
60013609,NA,0,0,0,0,0,0,0.2,0.666666667,0.333333333,0,0.285714286,0.333333333,0,0.4,0.571428571,0.615384615,0.2,0.5,0.083333333,0.5,0.714285714,North America
60013610,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,North America
60013671,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,North America
60013676,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60013780,NA,0,0,0,0,0,0,0,0,0,0,0,0.375,0.25,0,0,0,0.166666667,0.333333333,0,1,0,North America
60013791,NA,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.428571429,North America
60013813,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60013851,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60013871,NA,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.428571429,0,0,0,North America
60013894,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60013936,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0.666666667,North America
60013953,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60013959,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.380952381,0.176470588,0.611111111,0.482758621,0.090909091,0.275862069,North America
60013994,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,North America
60014014,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60014054,NA,0,0,0,0,0.333333333,0.222222222,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,North America
60014146,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60014155,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60014171,NA,0,0,0,0,0,0,1,0,0.333333333,0,0,0,0.4,0.2,0,0,0.5,0,0,0,0.333333333,North America
60014191,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60014232,NA,0,0,0,0,0,0,0,0,0,0.166666667,0.25,0,0,0.454545455,0.142857143,0.076923077,0.285714286,0.083333333,0.0625,0.185185185,0.322580645,North America
60014313,NA,0,0,0,0,1,0,0,0.5,0.363636364,0,0.714285714,0,0.333333333,0,0,0.133333333,0.1,0.071428571,0,0.8,0.333333333,North America
60014334,NA,0,0,0,0,0,0,0,1,0.214285714,0.222222222,0.166666667,0.285714286,0.230769231,0.217391304,0.173913043,0.302325581,0.142857143,0,0.268292683,0.047619048,0.297297297,North America
60014439,NA,0,0,0,0.5,0,0,1,0,0,0.25,0.4,0.416666667,0.066666667,0.142857143,0.3,0.533333333,0.4,0.428571429,0.25,0.36,0.588235294,North America
60014455,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60014468,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.111111111,North America
60014491,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,North America
60014567,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0.6,0.166666667,0,North America
60014569,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60014611,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60014631,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60014653,NA,0,0,0,0,0,0.5,0,0,0,0,0,1,0.142857143,1,0.4,0.125,0.222222222,0.5,1,0.318181818,0.363636364,North America
60014662,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.571428571,0,0,North America
60014683,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60014695,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60014739,NA,0,0,0,0,0,0,0,0,0,0.166666667,0,0.2,0,0,0,0.5,0.538461538,0.428571429,0.277777778,0,0.352941176,North America
60014750,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60014754,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0.333333333,0.7,0.333333333,0,0.111111111,0.428571429,North America
60014825,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,North America
60014826,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60014933,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.714285714,0,0.5,1,0.4,1,North America
60014952,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60014965,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60014968,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015018,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015023,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,1,0.5,0.142857143,0.333333333,0.5,0.4,0,0.25,0.133333333,North America
60015033,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015036,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015057,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,North America
60015112,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.307692308,0,0.25,0,0,North America
60015120,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015140,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015161,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015183,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.409090909,0,0,0,0.5,0,0.269230769,0.375,0.076923077,North America
60015186,NA,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0.666666667,0.4,0.642857143,0.5,1,0.727272727,0.25,North America
60015206,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0.4,0,0,0,0.666666667,North America
60015257,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015272,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015277,NA,0,0,0,0,0,0,0,0,0.285714286,0.166666667,0,0.333333333,0.25,0,0.444444444,0,0.625,0,0.5,0.615384615,0,North America
60015278,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,North America
60015365,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015404,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015457,NA,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.125,0.1,North America
60015481,NA,0.25,0,0,0.142857143,0.333333333,0.166666667,0.307692308,0.473684211,0.451612903,0.19047619,0.266666667,0.344827586,0.285714286,0.088235294,0.083333333,0.315789474,0.224137931,0.292682927,0.202898551,0.311111111,0.31147541,North America
60015527,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,North America
60015543,NA,0,0,0,0,0,0,0,0,0,0,0.25,0.083333333,0,0.25,0,0.25,0.24137931,0.3,0.148148148,0.434782609,0.212121212,North America
60015549,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015564,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015573,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015574,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0.285714286,0.5,0.222222222,0.666666667,0.75,0.857142857,North America
60015615,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015639,NA,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015664,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,North America
60015717,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015720,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,North America
60015753,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015765,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,North America
60015798,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015849,NA,0,0,0,0,0,0,0,0,0.125,0,0.25,0,0,0,0,0,0,0,0,0,0,North America
60015881,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.666666667,0,0,0,0.666666667,0.142857143,0,0.375,North America
60015891,NA,0,0,0,0,0,0,0,0,0,0.555555556,0.333333333,0,0,0,0,0,0,0,0,0.25,0.269230769,North America
60015902,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015913,NA,0,0,0,0,0,0.5,0,0,1,0.6,0.333333333,0.333333333,0.2,0,0.2,0.083333333,0.238095238,0.363636364,0,0.19047619,0.066666667,North America
60015920,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60015941,NA,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0.25,0.333333333,0.142857143,0,0.35,North America
60016005,NA,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.333333333,0,0,0,0,0.428571429,0.5,1,North America
60016053,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016069,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,North America
60016081,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016139,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016173,NA,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0.692307692,0,0,0.5,0,0,North America
60016200,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,North America
60016226,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016240,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016247,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.2,0,0,0,0,0,North America
60016257,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016261,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.666666667,0.25,0,0,1,North America
60016280,NA,0,0,0,0,0,0,0,0,0.363636364,0,0.5,0,0,0,0.4,1,0,0,0,1,0.666666667,North America
60016297,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016326,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016341,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016342,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016344,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016429,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016441,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016497,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,North America
60016536,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016602,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,North America
60016619,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016631,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016634,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016643,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016660,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016662,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,North America
60016682,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016730,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.333333333,0.25,0.5,0.333333333,North America
60016733,NA,0,0,0,0,0,0,0,0.25,0.411764706,0.4,0,0.333333333,0.2,0.25,0,0.416666667,0.21875,0.444444444,0.391304348,0.333333333,0,North America
60016782,NA,0,0,0.090909091,0,0.142857143,0,0,0.133333333,0.066666667,0.227272727,0.125,0.2,0.179487179,0.3,0.261904762,0.254237288,0.267857143,0.397727273,0.357142857,0.394736842,0.275862069,North America
60016849,NA,0,0.25,0,0.428571429,0.125,0,0,0.2,0.222222222,0.19047619,0.266666667,0.466666667,0.166666667,0.428571429,0.444444444,0.307692308,0.35,0.545454545,0.191489362,0.319148936,0.326530612,North America
60016853,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016957,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60016983,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,North America
60016990,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60017018,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60017031,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60017093,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60017094,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60017130,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60017136,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60017191,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60017203,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60017216,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,North America
60017252,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,1,0.666666667,North America
60017296,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60017336,NA,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.166666667,0.307692308,0.909090909,0,0.5,North America
60017367,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,North America
60017412,NA,0,0,0,0,0,0,0,0,0,0.5,1,0,0.666666667,0,0,0,0.727272727,0,1,0.454545455,0,North America
60017457,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727273,0,0,0,0,0,North America
60017466,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60017592,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.555555556,North America
60017593,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60017603,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60017606,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,North America
60017672,NA,0,0,0,0,0.333333333,0,0,0,0,1,0,0,0.571428571,0,0,0,0,0,0,0,0,North America
60017717,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60017777,NA,0,0,0.454545455,0.214285714,0.25,0.090909091,0.285714286,0.352941176,0.5,0.333333333,0.6875,0.366666667,0.391304348,0.458333333,0.5,0.3125,0.361702128,0.125,0.24,0.375,0.41025641,North America
60017789,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60017825,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60017866,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60017869,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60017994,NA,0,0,0,0,0,0,0,0,0,0.333333333,1,0,0,0.142857143,0.5,0.0625,0.457142857,0.342857143,0.523809524,0.75862069,0.266666667,North America
60018043,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.8,0.666666667,0,0,0.1,North America
60018141,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.285714286,North America
60018160,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018179,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.111111111,0,North America
60018208,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0.2,0,North America
60018246,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018306,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018319,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018347,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018380,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018425,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0.230769231,0,0,0,0,North America
60018436,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018466,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018467,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018471,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818181818,0,0,North America
60018474,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018475,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018481,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,North America
60018491,NA,0,0,0,0,0,0,0,0,0,0.416666667,0,0,0.4,0,0,0,0,0,0.166666667,0,0.166666667,North America
60018495,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,North America
60018520,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018527,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018573,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.210526316,0,0,0,North America
60018593,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018691,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018701,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,North America
60018741,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.684210526,0.260869565,0.375,0.222222222,0.222222222,North America
60018751,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018859,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018917,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018922,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.333333333,0,0.333333333,0,0.222222222,0,North America
60018926,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0.285714286,0.25,0,North America
60018939,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018956,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60018988,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.666666667,0,0,North America
60019000,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,North America
60019012,NA,0,0,0,0,0.333333333,0,0,0.4,0.4,0.5,0.5,0,0.375,0,0.285714286,0.083333333,0,0,1,0.454545455,0,North America
60019135,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019141,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019187,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,North America
60019188,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.166666667,North America
60019216,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019289,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019348,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019356,NA,0,0,0,0,0,0,0,0.2,0.333333333,0,0.166666667,0,0,0.6,0.6,0.296296296,0,0,0,0.666666667,0.166666667,North America
60019369,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,North America
60019384,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019404,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019424,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019446,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019463,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019526,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,North America
60019595,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019600,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,North America
60019647,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.4,0.333333333,0.1875,0.636363636,0,0.666666667,0.5,North America
60019674,NA,0,0,0,0,0.071428571,0,0,0,1,0,0,0,0,0,0,0.333333333,0.181818182,0.666666667,0.125,0.5,0.454545455,North America
60019701,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019713,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019740,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,North America
60019851,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019855,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019857,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019868,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,North America
60019905,NA,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0.285714286,0.333333333,0.318181818,0.111111111,0,North America
60019909,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0,0,North America
60019942,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019967,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019986,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60019991,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,North America
60020025,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60020048,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
60020059,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,North America
60020204,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North America
